K06257	ko05205;ko05418;ko04514;ko04512;ko05144
K08744	ko01100;ko00564
K00772	ko01100;ko00270
K02716	ko01100;ko00195
K11434	ko04068;ko04922
K09834	ko01100;ko01110;ko00130
K10439	ko02010;ko02030
K16422	ko01130;ko00261;ko01055;ko01130;ko00261;ko01055
K09833	ko01100;ko01110;ko00130
K10924	ko05111
K10927	ko05111
K10926	ko05111
K09839	ko01100;ko01110;ko00906
K09838	ko01100;ko01110;ko00906
K07516	ko01100;ko01120;ko00362;ko01200;ko00650;ko01212;ko00071
K10747	ko03430;ko03030;ko03420;ko03410
K10217	ko01100;ko01120;ko01220;ko00362;ko00622;ko00380
K10216	ko01100;ko01120;ko01220;ko00362;ko00622;ko00643
K10743	ko03030
K10742	ko03030
K10218	ko01120;ko00362;ko00660
K01912	ko01120;ko00360;ko05111
K13623	ko00564
K01911	ko01100;ko01110;ko00130
K01916	ko01100;ko00760
K01914	ko01100;ko01110;ko01230;ko00250;ko00460
K13622	ko00564
K11340	ko04714;ko05225
K01919	ko01100;ko00270;ko00480
K10697	ko02020
K02287	ko01100;ko00196
K18682	ko03018
K01191	ko00511
K05934	ko01100;ko00860
K05936	ko01100;ko00860
K00170	ko01100;ko01110;ko01120;ko01130;ko01200;ko00620;ko00010;ko00020;ko00680;ko00650;ko00720;ko00640;ko00633
K00175	ko01100;ko01110;ko01120;ko01130;ko01200;ko00620;ko00010;ko00020;ko00650;ko00720
K00174	ko01100;ko01110;ko01120;ko01130;ko01200;ko00620;ko00010;ko00020;ko00650;ko00720
K07177	ko02024
K00376	ko01120;ko00910
K00371	ko01120;ko00910;ko02020
K00370	ko01120;ko00910;ko02020
K07178	ko03008
K00372	ko01120;ko00910
K01358	ko04112;ko04212
K02922	ko03010
K05603	ko00340
K01354	ko05142;ko05143
K02920	ko03010
K10704	ko04624
K17800	ko04139
K05853	ko05010;ko04022;ko04020;ko04972
K10108	ko02010;ko02030
K14335	ko01100;ko00571
K02927	ko03010
K15555	ko02010;ko00920;ko02010;ko00920
K15554	ko02010;ko00920;ko02010;ko00920
K02924	ko03010
K01826	ko01120;ko01220;ko00350
K01195	ko01100;ko01110;ko00040;ko04142;ko00860;ko00531;ko00983;ko00944
K01822	ko01100;ko01120;ko00140;ko00984
K01823	ko01100;ko01110;ko01130;ko00900
K01820	ko01120;ko00051;ko00040
K01821	ko01100;ko01120;ko00362;ko01220;ko00621;ko00622
K02289	ko01100;ko00196
K04079	ko05200;ko04141;ko04151;ko04915;ko04914;ko05215;ko04659;ko05418;ko04621;ko04217;ko04657;ko04626;ko04612
K00511	ko01100;ko01110;ko01130;ko00100;ko00909
K00510	ko01100;ko01110;ko00860;ko04066;ko04216;ko05206;ko05200;ko05225;ko05418;ko04978
K02288	ko01100;ko00196
K00515	ko01100;ko00830
K00514	ko01100;ko01110;ko00906
K03626	ko04928
K00999	ko01100;ko00564;ko04070;ko00562
K00995	ko01100;ko00564
K00997	ko00770
K00991	ko01100;ko01110;ko01130;ko00900
K00990	ko02020
K00993	ko01100;ko01110;ko00564;ko00565;ko00440
K00992	ko01100;ko00520
K05581	ko01100;ko00190
K18230	ko02010
K05583	ko01100;ko00190
K05582	ko01100;ko00190
K05585	ko01100;ko00190
K05584	ko01100;ko00190
K14544	ko03008
K03151	ko01100;ko04122;ko00730
K02931	ko03010
K14209	ko04138
K02933	ko03010
K02932	ko03010
K02935	ko03010
K02934	ko03010
K02936	ko03010
K15889	ko01120;ko01130;ko00900;ko01120;ko01130;ko00900
K15888	ko00900;ko00900
K03153	ko01100;ko00730
K14205	ko02020;ko05150;ko01503
K14207	ko04724;ko04727;ko04974
K03094	ko04111;ko04110;ko04120;ko04114;ko05168;ko05200;ko04341;ko04350;ko04310;ko04141;ko05170;ko04710
K00208	ko01100;ko01130;ko01212;ko00780;ko00061;ko00333
K01000	ko01100;ko00550;ko01502
K01001	ko01100;ko00510
K17754	ko00930
K01004	ko01110;ko00564
K01006	ko01100;ko01120;ko01200;ko00620;ko00720;ko00710
K01007	ko01100;ko01120;ko01200;ko00620;ko00680;ko00720
K01008	ko01100;ko00450
K17751	ko05416;ko04260;ko04261
K13483	ko01100;ko01120;ko00230
K09584	ko04141
K13481	ko01100;ko01120;ko00230
K03092	ko02020;ko05111
K13485	ko01100;ko00230
K00334	ko01100;ko00190
K14442	ko03018
K13648	ko00520
K14449	ko01120;ko01200;ko00720;ko00630;ko00660
K18122	ko01100;ko01200;ko00650
K01134	ko04142;ko00600
K01135	ko01100;ko04142;ko00531
K02739	ko03050
K02738	ko03050
K01130	ko00600;ko00140
K01565	ko01100;ko04142;ko00531
K14682	ko01100;ko01110;ko01130;ko01230;ko00220;ko01210
K14683	ko04928
K02732	ko03050
K02731	ko03050
K02730	ko03050
K15423	ko04922
K04459	ko04010
K02735	ko03050
K02734	ko03050
K02113	ko01100;ko00195;ko00190
K03469	ko03030
K02111	ko01100;ko00195;ko00190
K02110	ko01100;ko00195;ko00190
K02117	ko01100;ko00190
K02115	ko01100;ko00195;ko00190
K02114	ko01100;ko00195;ko00190
K02119	ko01100;ko00190
K02118	ko01100;ko00190
K03465	ko01100;ko00240;ko00670
K01649	ko01100;ko01110;ko01230;ko00620;ko01210;ko00290
K12849	ko03040
K01654	ko01100;ko00520
K12844	ko03040
K12845	ko03040;ko03008
K12846	ko03040
K12847	ko03040
K12840	ko03040
K01647	ko01100;ko01110;ko01120;ko01130;ko01230;ko01200;ko00630;ko00020;ko01210
K12842	ko03040
K02626	ko01100;ko00330
K02594	ko00620
K03868	ko04110;ko05200;ko04114;ko05170;ko04111;ko04310;ko04066;ko05211;ko04120;ko04141;ko04350;ko04341;ko03420;ko04710
K03869	ko04120;ko04341;ko04340
K03251	ko03013
K14066	ko01100;ko01110;ko01130;ko00900
K14067	ko01120;ko01200;ko00680;ko00630
K03514	ko03018
K02840	ko01100;ko00540
K03517	ko01100;ko00760
K03511	ko05169;ko05200;ko05213;ko05226;ko05217;ko05225;ko03460;ko05210;ko05224;ko05214;ko05218;ko05223;ko05220;ko05222;ko05212;ko05216;ko05202
K02847	ko01100;ko00540
K03885	ko00190
K03883	ko01100;ko00190;ko04723;ko05012;ko04714
K03881	ko01100;ko00190;ko04723;ko05012;ko04714
K01039	ko01120;ko00650;ko00643
K03889	ko01100;ko00190
K01925	ko01100;ko00550;ko00471
K09759	ko00970
K02209	ko03030;ko04110;ko04111;ko04113
K02206	ko04110;ko05165;ko05166;ko04114;ko05203;ko04218;ko05200;ko05226;ko05162;ko05222;ko05161;ko04115;ko04914;ko04934;ko05168;ko05215;ko04151;ko04068;ko05169
K02204	ko01100;ko01110;ko01120;ko01230;ko00260
K02201	ko01100;ko00770
K01429	ko01100;ko01120;ko00230;ko00220;ko00791
K12992	ko02025
K07179	ko03008
K12990	ko02025;ko02024
K17744	ko01100;ko01110;ko00053
K04984	ko04750
K03087	ko05111;ko02026
K01582	ko01100;ko01110;ko00310;ko00960
K03083	ko04110;ko05160;ko05165;ko05200;ko04341;ko05162;ko04151;ko04310;ko05213;ko05226;ko04932;ko04728;ko04150;ko04390;ko05217;ko05225;ko04340;ko05210;ko01521;ko05224;ko05164;ko04910;ko04360;ko04062;ko05010;ko04657;ko04711;ko05163;ko04934;ko04660;ko04917;ko04916;ko04919;ko04510;ko04662;ko04012;ko04722;ko04931;ko04550;ko05167;ko05215
K03240	ko03013
K03242	ko03013
K03243	ko03013
K03245	ko03013
K03246	ko03013
K03247	ko03013;ko05162
K03248	ko03013
K03249	ko03013
K12196	ko04144;ko04217
K02614	ko00360
K01426	ko01120;ko00330;ko00380;ko00627;ko00643;ko00360
K12198	ko04144;ko04217
K10632	ko04014
K16164	ko01100;ko01120;ko00350;ko01100;ko01120;ko00350
K03644	ko01100;ko00785
K12200	ko04144
K01424	ko01100;ko01110;ko00250;ko00460
K03648	ko03410;ko05340
K03649	ko03410
K13917	ko03015
K06215	ko00750
K09936	ko02024
K07344	ko02024
K07342	ko04145;ko04141;ko05110;ko03060
K11647	ko04714;ko05225
K11646	ko01110;ko01130;ko00400
K11645	ko01100;ko01110;ko01120;ko01130;ko00680;ko01230;ko01200;ko00051;ko00030;ko00010;ko00710
K11644	ko05016;ko05202;ko05169;ko04139;ko04919
K11643	ko05203;ko05165
K11649	ko04714;ko05225
K10597	ko04120;ko04141
K10592	ko04120
K11518	ko05014
K06966	ko00230;ko00240
K10599	ko04120;ko03040
K06965	ko03015
K00748	ko01100;ko00540
K00743	ko00601
K01869	ko00970
K06688	ko04120
K09808	ko02010
K10914	ko02020;ko02025;ko02024;ko05111;ko02026
K10773	ko03410
K02641	ko01100;ko00195
K02640	ko01100;ko00195
K01900	ko01100;ko01110;ko01120;ko01130;ko01200;ko00640;ko00020
K01903	ko01100;ko01110;ko01120;ko01130;ko01200;ko00640;ko00720;ko00020;ko00660
K01902	ko01100;ko01110;ko01120;ko01130;ko01200;ko00640;ko00720;ko00020;ko00660
K01905	ko01100;ko01120;ko00640;ko00620;ko00010
K19712	ko01100;ko00860
K01907	ko00650;ko00280
K01908	ko01100;ko00640
K11353	ko01100;ko05016;ko04714;ko00190;ko05012;ko05010;ko04932;ko04723
K11357	ko02020;ko04112
K00147	ko01100;ko01110;ko01130;ko01230;ko00330;ko00332
K19745	ko01100;ko00640
K05928	ko01100;ko01110;ko00130
K18697	ko00564
K18696	ko00564
K07769	ko02020
K00145	ko01100;ko01110;ko01130;ko01230;ko01210;ko00220
K01342	ko02024
K05921	ko01120;ko01220;ko00350
K00340	ko01100;ko00190
K00341	ko01100;ko00190
K00342	ko01100;ko00190
K00343	ko01100;ko00190
K00696	ko01100;ko00500
K00697	ko01100;ko00500
K00695	ko01100;ko00500
K04039	ko01100;ko01110;ko00860
K02457	ko05111;ko03070
K02454	ko05111;ko03070
K08503	ko04130
K02107	ko00190
K08506	ko04130
K05827	ko01100;ko01230;ko01210;ko00300
K05825	ko01100;ko01130;ko01210;ko00300
K19243	ko01100;ko01120;ko01110;ko01130;ko01200;ko00030
K05828	ko01100;ko01110;ko01230;ko01210;ko00300;ko00220
K05829	ko01100;ko01110;ko01230;ko01210;ko00300;ko00220
K14327	ko03015;ko03013
K14326	ko03015;ko03013
K14324	ko03015;ko03013
K00524	ko01100;ko00230;ko00240
K00525	ko01100;ko00230;ko00240
K00526	ko01100;ko00230;ko00240
K00527	ko01100;ko00230;ko00240
K01838	ko00500
K00522	ko04216;ko04217;ko04978
K00523	ko00520
K01835	ko01100;ko01110;ko01120;ko01130;ko00230;ko00520;ko00030;ko00500;ko00010;ko00052;ko00521
K01834	ko01100;ko01110;ko01120;ko01130;ko01230;ko01200;ko00010;ko00680;ko00260;ko05230;ko04922
K01836	ko01100;ko01130;ko00520
K00529	ko01120;ko00360;ko00071;ko01220
K04066	ko03440
K01132	ko01100;ko04142;ko00531
K04688	ko04714;ko05200;ko05170;ko05165;ko05205;ko04066;ko04910;ko04212;ko04151;ko04213;ko04350;ko05212;ko05163;ko05225;ko04371;ko04140;ko04211;ko04666;ko05221;ko01521;ko05226;ko01522;ko04012;ko05231;ko05210;ko04150;ko05224;ko04152;ko04931
K02709	ko01100;ko00195
K00796	ko01100;ko00790
K00027	ko01200;ko00620;ko02020
K09020	ko01100;ko00240
K00762	ko01100;ko00240
K00794	ko01100;ko01110;ko00740
K02908	ko03010
K02909	ko03010
K08218	ko01501
K02904	ko03010
K00793	ko01100;ko01110;ko00740
K02906	ko03010
K02907	ko03010
K02900	ko03010
K02902	ko03010
K00231	ko01100;ko01110;ko00860
K00232	ko01100;ko01110;ko00071;ko01212;ko04146;ko03320;ko00592;ko01040;ko04024
K00234	ko01100;ko01110;ko01120;ko01130;ko01200;ko00190;ko00020;ko05010;ko05016;ko04714;ko04932;ko05012
K00023	ko01120;ko01200;ko00630;ko00650
K15637	ko04217;ko04668;ko04137;ko04137;ko04668;ko04217
K15634	ko01100;ko01120;ko01110;ko01130;ko01200;ko00260;ko00680;ko01230;ko00010;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko00010;ko00680;ko00260
K15635	ko01100;ko01120;ko01110;ko01130;ko01200;ko00260;ko00680;ko01230;ko00010;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko00010;ko00680;ko00260
K15633	ko01100;ko01120;ko01110;ko01130;ko01200;ko00260;ko00680;ko01230;ko00010;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko00010;ko00680;ko00260
K02694	ko01100;ko00195
K01856	ko01100;ko01120;ko00362;ko01220;ko00361;ko00364;ko00623
K02696	ko01100;ko00195
K02697	ko01100;ko00195
K02690	ko01100;ko00195
K02691	ko01100;ko00195
K02692	ko01100;ko00195
K02693	ko01100;ko00195
K01014	ko05204
K02698	ko01100;ko00195
K04532	ko05010
K01011	ko01100;ko01120;ko00270;ko00920;ko04122
K00836	ko01100;ko01120;ko01230;ko00260;ko01210
K00837	ko01100;ko00270;ko00380
K00835	ko01100;ko01110;ko01130;ko00290
K00833	ko01100;ko00780
K00830	ko01100;ko01110;ko01120;ko01130;ko01200;ko00260;ko00630;ko00680;ko00250;ko04146
K00831	ko01100;ko01120;ko01130;ko01200;ko01230;ko00260;ko00680;ko00750
K00760	ko01100;ko01110;ko00230;ko00983
K18118	ko01100;ko01120;ko01110;ko01130;ko01200;ko00650;ko00620;ko00020
K14454	ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko00400;ko00350;ko00220;ko00250;ko00360;ko00270;ko00330;ko00960;ko01210;ko00950;ko00710
K14457	ko00561;ko04975
K01120	ko00230
K01126	ko00564
K08323	ko01100;ko00040
K01129	ko00230
K01630	ko00053
K15986	ko00190;ko00190
K02471	ko02010
K02472	ko05111;ko00520
K02474	ko00520
K01641	ko01100;ko01110;ko01130;ko00650;ko00280;ko00900;ko00072
K01659	ko00640
K01658	ko01100;ko01110;ko01130;ko01230;ko02024;ko00400;ko02025;ko00405
K12859	ko03040
K12858	ko03040
K12852	ko03040
K01653	ko01100;ko01110;ko01130;ko01230;ko00650;ko01210;ko00770;ko00290;ko00660
K12850	ko03040
K12857	ko03040
K12856	ko03040
K12855	ko03040
K12854	ko03040
K02874	ko03010
K03879	ko01100;ko00190;ko04723;ko05012;ko04714
K02877	ko03010
K02870	ko03010
K02871	ko03010
K02873	ko03010
K03872	ko05200;ko05170;ko04066;ko05211;ko04120
K02878	ko03010
K02879	ko03010
K02052	ko02024
K02053	ko02024
K03509	ko01524;ko03460
K05000	ko04723;ko04921;ko04915;ko04725;ko04726;ko04727;ko04728;ko04713;ko05032
K02054	ko02024
K02055	ko02024
K03894	ko01120;ko00310
K18978	ko01100;ko01120;ko01200;ko00010;ko00030
K03896	ko01120;ko00310
K03891	ko01100;ko00190
K03890	ko01100;ko00190
K01759	ko00620
K06027	ko04727;ko04721;ko04962;ko04138
K02277	ko01100;ko00190
K02274	ko01100;ko00190
K02275	ko01100;ko00190
K02422	ko02040
K13293	ko00230;ko05032;ko04928;ko04024
K03476	ko01100;ko01120;ko00053
K03474	ko01100;ko00750
K03473	ko01100;ko00750
K03470	ko03030
K18800	ko01100;ko01110;ko00130
K04998	ko04921;ko04725
K12506	ko01100;ko01110;ko01130;ko00900
K12503	ko01110;ko00900
K12502	ko01100;ko01110;ko00130
K02304	ko01100;ko01110;ko01120;ko00860
K02302	ko01100;ko01110;ko01120;ko00860
K02303	ko01100;ko01110;ko01120;ko00860
K03257	ko03013
K03254	ko03013
K03253	ko03013
K03252	ko03013
K06119	ko01100;ko00561
K06118	ko00561;ko00520
K12182	ko04144;ko04145
K12184	ko04144
K12188	ko04144
K03652	ko03410
K03651	ko00230;ko02025
K03657	ko03420;ko03430
K03655	ko03440
K03654	ko03018
K08692	ko01120;ko01200;ko00680;ko00630
K08690	ko01100;ko01120;ko01220;ko00621
K08691	ko01120;ko01200;ko00660;ko00720;ko00680;ko00630
K11749	ko02024;ko04112
K05710	ko01120;ko01220;ko00360
K06685	ko04111;ko04390;ko04391;ko04392
K05863	ko05016;ko05012;ko04022;ko04218;ko05166;ko04020;ko04217
K13920	ko00640
K13924	ko02020;ko02030
K05712	ko01120;ko01220;ko00360
K05713	ko01120;ko01220;ko00360
K06204	ko02026
K06208	ko01100;ko01110;ko01130;ko01230;ko00400
K07374	ko04145;ko04540;ko04530;ko05130;ko04210
K07375	ko04145;ko04540;ko05130
K07376	ko04714;ko04540;ko04923;ko04730;ko04740;ko04022;ko04713;ko04270;ko04970;ko04611
K11984	ko03040
K06597	ko02020
K06596	ko02020;ko02025
K06598	ko02020;ko02025
K10582	ko04120
K10581	ko04120
K10580	ko04120;ko04624
K10589	ko04120
K18592	ko01100;ko00430;ko00480;ko00460;ko00590
K00759	ko01100;ko00230
K00240	ko01100;ko01110;ko01120;ko01130;ko01200;ko00190;ko00020;ko00650;ko00720
K00757	ko01100;ko00240;ko00983
K00756	ko01100;ko00240
K02210	ko03030;ko04110;ko04111;ko04113
K11188	ko01100;ko01110;ko00940
K09817	ko02010
K09816	ko02010
K09815	ko02010
K09812	ko02010
K09811	ko02010
K09810	ko02010
K10764	ko01100;ko00270;ko00920
K15784	ko01100;ko00260;ko01100;ko00260
K07889	ko04145;ko04144;ko04962;ko05152;ko05146;ko04014
K01938	ko01100;ko01120;ko01200;ko00720;ko00670
K01939	ko01100;ko00230;ko00250
K01934	ko01100;ko00670
K01935	ko01100;ko00780
K01937	ko01100;ko00240
K01930	ko01100;ko00790;ko01523
K01933	ko01100;ko01110;ko01130;ko00230
K00356	ko00190
K07798	ko02020
K07794	ko02020
K07795	ko02020
K07793	ko02020
K05954	ko01130;ko00900
K01662	ko01100;ko01110;ko01130;ko00900;ko00730
K00688	ko01100;ko01110;ko00500;ko04922;ko04217;ko02026;ko04931;ko04910
K07408	ko01100;ko00380;ko00830;ko00140;ko04913;ko05204;ko00980
K00681	ko01100;ko00480;ko00430;ko00460
K07407	ko01100;ko00561;ko00603;ko00052;ko00600
K07404	ko01100;ko01120;ko01110;ko01130;ko01200;ko00030
K07405	ko01100;ko00500
K05831	ko01100;ko01230;ko01210;ko00300;ko00220
K05830	ko01100;ko01110;ko01130;ko01230;ko01210;ko00300;ko00220
K08515	ko04130
K08516	ko04130;ko04138
K01808	ko01100;ko01110;ko01120;ko01130;ko01230;ko01200;ko00030;ko00710;ko00051
K01809	ko01100;ko01110;ko01130;ko00520;ko00051
K01803	ko01100;ko01110;ko01120;ko01130;ko01230;ko01200;ko00010;ko00710;ko00051;ko00562
K01804	ko01100;ko00040
K01805	ko01100;ko00051;ko00040
K01807	ko01100;ko01110;ko01120;ko01130;ko01230;ko01200;ko00030;ko00710
K01247	ko03410
K11955	ko02010
K19340	ko02010
K19341	ko02010
K10011	ko01100;ko00520;ko01503
K14267	ko01100;ko01120;ko01230;ko00300
K18213	ko03013
K02919	ko03010
K02918	ko03010
K02913	ko03010
K02912	ko03010
K02911	ko03010
K02910	ko03010
K02917	ko03010
K02916	ko03010
K17917	ko04144
K08202	ko05231
K00228	ko01100;ko01110;ko00860
K00225	ko01100;ko01110;ko00053
K00223	ko01100;ko01130;ko00100
K00222	ko01100;ko01110;ko01130;ko00100
K00220	ko01100;ko01110;ko01230;ko00400;ko00401
K02683	ko03030
K01799	ko01120;ko00650;ko00760
K01069	ko00620
K02686	ko03440
K02685	ko01100;ko03030;ko00230;ko00240
K17947	ko01130;ko00523
K01790	ko01130;ko00521;ko00523
K01791	ko01100;ko00520;ko05111
K02689	ko01100;ko00195
K01061	ko01100;ko01110;ko01120;ko01130;ko00361;ko00364;ko00623
K15849	ko01100;ko01110;ko01130;ko01230;ko00350;ko00400;ko00360;ko00960;ko00950;ko01100;ko01110;ko01130;ko01230;ko00400;ko00350;ko00360;ko00960;ko00950
K01067	ko00620
K00824	ko01100;ko00330;ko00360;ko00310;ko00472;ko00473
K18104	ko02010;ko01501
K00820	ko01100;ko01130;ko00520;ko00250;ko04931
K00823	ko01100;ko01120;ko00650;ko00250;ko00640;ko00410
K00822	ko01100;ko00280;ko00640;ko00410
K17942	ko01110;ko01130;ko00900
K13669	ko01100;ko00571
K13668	ko01100;ko00571
K14469	ko01120;ko01200;ko00720
K18240	ko01100;ko01110;ko00130;ko00400
K01488	ko01100;ko00230;ko05340
K01489	ko01100;ko00240;ko00983
K01484	ko01100;ko00330
K01485	ko01100;ko00330;ko00240
K08333	ko04138;ko04136;ko04140;ko04371
K01487	ko01100;ko00230
K01480	ko01100;ko00330
K01483	ko01100;ko00230
K01665	ko00790
K01666	ko01100;ko01120;ko00362;ko01220;ko00360;ko00621;ko00622
K01667	ko00380
K01661	ko01100;ko01110;ko00130
K05309	ko01100;ko00590
K05308	ko01100;ko01120;ko01200;ko00030;ko00052
K02462	ko05111;ko03070
K02461	ko05111;ko03070
K02460	ko05111;ko03070
K01466	ko01100;ko01120;ko00230
K13590	ko04112
K01464	ko01100;ko00240;ko00770;ko00983;ko00410
K01465	ko01100;ko00240
K13599	ko02020
K13598	ko02020
K01468	ko01100;ko00340
K01469	ko01100;ko00480
K02863	ko03010
K02867	ko03010
K02866	ko03010
K02865	ko03010
K02949	ko03010
K02869	ko03010
K02041	ko02010
K02040	ko02010;ko02020;ko05152
K14399	ko03015
K02044	ko02010
K14006	ko04141
K14007	ko04141
K14004	ko03013;ko04141;ko04150
K14005	ko04141
K01548	ko02020
K17103	ko01100;ko01110;ko00260;ko00564
K13289	ko04142;ko04614
K13288	ko03008
K17104	ko00564
K17105	ko00564
K02343	ko01100;ko03030;ko00230;ko00240;ko03440;ko03430
K13280	ko03060
K14645	ko02024
K03403	ko01100;ko01110;ko00860
K03406	ko02020;ko02030
K03407	ko02020;ko02030
