"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_22476_length_3550_cov_63.611159-3",21.7712626493551,1.17581523166529,0.371590609172551,3.16427596026596,0.00155469306851229,0.124479812199599
"NODE_44797_length_2261_cov_118.625113-2",197.838146258193,-0.509741797443094,0.18297760550153,-2.78581521517851,0.00533932991628114,0.124479812199599
"NODE_44797_length_2261_cov_118.625113-1",149.780274695157,-0.315578631771969,0.113711631835879,-2.77525374209251,0.00551586541520846,0.124479812199599
"NODE_11966_length_5153_cov_60.277560-4",15.0004137827125,1.01840465426689,0.384075221457098,2.6515760386814,0.00801170708886288,0.124479812199599
"NODE_42009_length_2361_cov_126.664354-1",106.82917930555,0.509657782383215,0.197584501339724,2.57944210668081,0.00989600445687616,0.124479812199599
"NODE_86644_length_1411_cov_127.523599-1",98.1833983081918,1.01753465584895,0.395591241057964,2.57218702094534,0.0101058283667518,0.124479812199599
"NODE_99123_length_1275_cov_127.761475-1",53.00096471724,1.00952180516306,0.393232942170799,2.56723610079589,0.0102512786517317,0.124479812199599
"NODE_31240_length_2879_cov_123.248229-3",5.01580705410136,-1.02401931109196,0.421590661021754,-2.42894211321044,0.0151429498692881,0.160893842361186
"NODE_19258_length_3897_cov_129.764966-4",12.0123973478391,0.682174114241697,0.295681612400515,2.30712389824789,0.0210479140299533,0.198785854727336
"NODE_11966_length_5153_cov_60.277560-1",5.25036108389307,0.858872610985159,0.396268048864523,2.16740313392966,0.0302041285209307,0.256735092427911
"NODE_85751_length_1422_cov_130.564740-1",92.1666331801006,-0.326208877491662,0.180386152516429,-1.80839201313943,0.0705455101111417,0.544156332168604
"NODE_30080_length_2948_cov_134.302800-1",89.3771105635153,-0.324541457680913,0.188161454846046,-1.72480308438545,0.0845629657209105,0.544156332168604
"NODE_44010_length_2289_cov_132.996419-5",5.31884322260788,0.674056681728217,0.398486670913357,1.69154135114039,0.090733457068529,0.544156332168604
"NODE_125805_length_1062_cov_130.171797-2",185.818161508268,0.274027820530929,0.166744670879549,1.64339777148787,0.100300660912947,0.544156332168604
"NODE_129808_length_1036_cov_127.050968-1",42.2721547269311,0.368845405724483,0.224453516382457,1.6433041979881,0.100320010181923,0.544156332168604
"NODE_70570_length_1639_cov_124.629419-1",51.0975366039908,-0.290524179646913,0.181408245841847,-1.60149379262613,0.109267593773881,0.544156332168604
"NODE_86644_length_1411_cov_127.523599-3",1.31636900024325,0.686063177510971,0.431589579759587,1.58961942012858,0.111920616902467,0.544156332168604
"NODE_44010_length_2289_cov_132.996419-2",7.07052720340633,-0.680641357535051,0.436527410883022,-1.55921791064215,0.118944813087787,0.544156332168604
"NODE_19005_length_3928_cov_106.207849-2",119.816673786604,0.575242329022123,0.379434456093662,1.51605190246646,0.12950622886561,0.544156332168604
"NODE_134447_length_1008_cov_106.132214-3",18.32614873723,-0.425044336045665,0.283803758322185,-1.4976698637061,0.134219045351333,0.544156332168604
"NODE_50807_length_2075_cov_133.626733-3",45.462811823827,0.585511242094828,0.406385446784617,1.44077807590671,0.149647389185226,0.544156332168604
"NODE_34797_length_2679_cov_107.402439-1",81.7051101516782,0.342827755047126,0.239254172761447,1.43290188459513,0.151885878634432,0.544156332168604
"NODE_22476_length_3550_cov_63.611159-2",6.28189205813687,0.505375375285026,0.360457307951246,1.40203947634592,0.160903458712135,0.544156332168604
"NODE_31240_length_2879_cov_123.248229-4",14.7190782163224,-0.392275041378562,0.283776502788325,-1.38233799318884,0.166867945433872,0.544156332168604
"NODE_134952_length_1005_cov_123.208421-2",87.1269314550181,-0.259645410075922,0.189745718625072,-1.36838613254283,0.171191242651031,0.544156332168604
"NODE_39683_length_2453_cov_119.334445-1",80.9851895124664,0.25428422584497,0.186505086122704,1.3634171117332,0.172751091176975,0.544156332168604
"NODE_44010_length_2289_cov_132.996419-1",339.106615284156,-0.189728080367773,0.139689924253943,-1.35820877118427,0.174397448182741,0.544156332168604
"NODE_19258_length_3897_cov_129.764966-1",8.81781462646908,0.592440722065166,0.441111561142622,1.34306323899232,0.17925149765554,0.544156332168604
"NODE_86644_length_1411_cov_127.523599-4",5.3609808233648,0.56713907714868,0.454269443544809,1.24846406732338,0.211861159461708,0.620391734594737
"NODE_31240_length_2879_cov_123.248229-2",24.6073881978655,-0.2812476666429,0.230722280236252,-1.21898789468842,0.222848787076855,0.620391734594737
"NODE_106823_length_1205_cov_116.489565-2",1.35694114567716,0.558772251279303,0.468139836251663,1.19360115933163,0.232634020281541,0.620391734594737
"NODE_44797_length_2261_cov_118.625113-3",7.35791605698242,-0.413408619464081,0.347040475577112,-1.19124035539832,0.233559241259195,0.620391734594737
"NODE_72620_length_1606_cov_132.402966-2",59.7869741112062,-0.215203851125212,0.185752715036772,-1.15855023213313,0.246639565020022,0.635283728081875
"NODE_129971_length_1035_cov_143.754082-1",71.2531182068247,-0.2857516540154,0.251612918742743,-1.1356795805368,0.256090689489663,0.640226723724157
"NODE_31240_length_2879_cov_123.248229-1",166.423549120103,0.140509502924617,0.131168703921668,1.07121210108569,0.284074071710114,0.688688963862669
"NODE_43516_length_2307_cov_127.375222-1",916.902598770008,-0.11447478622622,0.108564198876729,-1.05444324566151,0.291680031753601,0.688688963862669
"NODE_44010_length_2289_cov_132.996419-4",15.8749040489728,0.31389257429935,0.308391923859166,1.01783655801147,0.308755635310065,0.699230099224632
"NODE_99123_length_1275_cov_127.761475-2",108.715415545215,0.335517543876195,0.332265409750804,1.00978776011572,0.312596985535718,0.699230099224632
"NODE_42009_length_2361_cov_126.664354-2",50.9635388373431,0.245492618897241,0.248501864672597,0.987890449919479,0.323206303084958,0.704423993903113
"NODE_19258_length_3897_cov_129.764966-3",19.5682339720167,-0.253885274235538,0.270895089502556,-0.937208846058256,0.34865114035401,0.740883673252271
"NODE_134447_length_1008_cov_106.132214-2",8.82815676064415,-0.276301723361127,0.330831499712055,-0.83517356600448,0.403619990787212,0.773398713040161
"NODE_9432_length_5840_cov_60.648747-3",1.02199669393405,0.387369423228472,0.467833575105353,0.828006889290147,0.407666598313817,0.773398713040161
"NODE_125805_length_1062_cov_130.171797-1",38.700805280193,0.202320299826981,0.251691718441902,0.803841703968035,0.421488401126491,0.773398713040161
