"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_3600_length_9321_cov_7.728038-2",26.4901775220912,0.961280878219652,0.262985783365938,3.6552579607775,0.0002569235058803,0.999910200909568
"NODE_1196_length_14772_cov_7.827071-5",16.9620620728281,1.08049585874702,0.317304275393832,3.40523573912116,0.000661069602697102,0.999910200909568
"NODE_46097_length_2218_cov_4.115118-1",1.15507378157959,-1.05853348286152,0.330211641407409,-3.20562133530453,0.00134771213222572,0.999910200909568
"NODE_6183_length_7220_cov_6.602094-3",1.95926530865427,1.114970748234,0.350706960951916,3.17920906162699,0.00147677536831842,0.999910200909568
"NODE_5303_length_7780_cov_8.118447-6",3.46652823481091,1.08672577561058,0.341945206815412,3.17806991866159,0.00148258993409012,0.999910200909568
"NODE_23869_length_3421_cov_8.066251-2",4.98875847660563,1.01963738996091,0.324346681492673,3.14366524506568,0.00166846184410038,0.999910200909568
"NODE_11966_length_5153_cov_60.277560-4",16.3509529376473,0.98916056203927,0.325703515040101,3.03699688938722,0.00238947921573884,0.999910200909568
"NODE_1189_length_14794_cov_8.478730-5",5.33864982482217,0.977673146442752,0.323269158691359,3.0243316448761,0.00249183115609905,0.999910200909568
"NODE_21371_length_3660_cov_6.722885-2",3.50251316670587,1.02760022818111,0.341720431347944,3.00713722070308,0.00263720689723517,0.999910200909568
"NODE_5627_length_7564_cov_7.353842-1",1.97449650626984,1.01498143010809,0.349643381773921,2.90290473956225,0.00369719077937804,0.999910200909568
"NODE_4573_length_8360_cov_7.982541-1",4.81481578586546,0.945630937306792,0.330896220402409,2.85778706132332,0.00426606567050732,0.999910200909568
"NODE_3446_length_9526_cov_7.831486-3",10.7356703652184,0.821689375718885,0.289724131441647,2.83610954886712,0.00456667789409003,0.999910200909568
"NODE_29960_length_2957_cov_7.094762-2",2.555239655684,0.992858719875004,0.350336855300604,2.83401162296525,0.00459676600613046,0.999910200909568
"NODE_5430_length_7692_cov_7.762734-7",1.79666665087723,0.981095863406298,0.349202785589798,2.80953046164635,0.00496138237904918,0.999910200909568
"NODE_15257_length_4480_cov_7.301695-1",30.2258612111952,-0.610777741988952,0.218182998061267,-2.79938284566721,0.00512003921711267,0.999910200909568
"NODE_550_length_19622_cov_7.306281-30",7.70119983800939,0.833985044676726,0.29830848384577,2.79571346387825,0.00517852906008983,0.999910200909568
"NODE_72697_length_1605_cov_6.766452-2",4.52610658891422,-0.929288613906272,0.333335791070259,-2.7878452863479,0.00530598769446653,0.999910200909568
"NODE_6419_length_7095_cov_9.139631-5",18.1801879511693,0.692348120696302,0.250107620703323,2.7682008199085,0.00563667114805678,0.999910200909568
"NODE_7975_length_6351_cov_7.984911-5",41.9283191518025,0.5362998009658,0.194579196076052,2.7562031901714,0.00584766581090687,0.999910200909568
"NODE_22755_length_3526_cov_9.717373-1",4.8661476662858,0.893682311641906,0.328347675263906,2.72175617178839,0.00649360344193743,0.999910200909568
"NODE_419_length_21516_cov_7.252085-13",19.4516924048189,-0.652328052707964,0.239997087099647,-2.71806654235398,0.00656646307016084,0.999910200909568
"NODE_13129_length_4898_cov_7.231262-5",17.4378840913405,0.71005117977461,0.262288827191756,2.70713467812146,0.00678667191689035,0.999910200909568
"NODE_19605_length_3856_cov_7.095501-1",1.72127021977662,0.940344926362196,0.350834807049147,2.68030682095482,0.00735547061094987,0.999910200909568
"NODE_1029_length_15619_cov_6.996338-9",4.0332647019575,0.907346069828119,0.339526484103472,2.67238672772166,0.0075313796403764,0.999910200909568
"NODE_2692_length_10636_cov_7.745393-6",1.52620399894506,-0.918584218733042,0.346025803674083,-2.65466970665068,0.00793860965381478,0.999910200909568
"NODE_6823_length_6881_cov_7.333285-8",1.62486848572897,0.912385501970016,0.34560955744136,2.63993133964422,0.00829228251621077,0.999910200909568
"NODE_3552_length_9384_cov_6.948762-11",1.04529660766174,0.853361918367085,0.323884415899495,2.63477301307357,0.00841935650389487,0.999910200909568
"NODE_43161_length_2320_cov_5.377483-1",17.8048427863389,-0.656662841008497,0.249647467366518,-2.63036051571244,0.00852943631708282,0.999910200909568
"NODE_22476_length_3550_cov_63.611159-3",23.4032095800008,0.909715005129582,0.34586188901341,2.6302840354125,0.00853135558573401,0.999910200909568
"NODE_19087_length_3918_cov_6.490810-4",14.3291391356741,-0.716332736530262,0.272640973752707,-2.62738474951309,0.00860439836816179,0.999910200909568
"NODE_25708_length_3270_cov_7.654121-1",4.15151580042656,0.877531771836314,0.334715354317493,2.62172547663868,0.00874858700636842,0.999910200909568
"NODE_42577_length_2340_cov_10.034136-1",13.9960939464703,0.772603343569112,0.294878781778654,2.62007099632233,0.00879114627940647,0.999910200909568
"NODE_24042_length_3406_cov_8.390928-3",1.62148332535011,0.902883943419508,0.345786644535445,2.61110126052586,0.00902511661399865,0.999910200909568
"NODE_5481_length_7659_cov_7.569437-4",3.54799247615506,0.88255280220239,0.339005817154291,2.60335592353778,0.00923160598434713,0.999910200909568
"NODE_39273_length_2471_cov_5.234685-2",10.2852934218556,-0.756723884549626,0.291120135636584,-2.59935261054657,0.00933997779785286,0.999910200909568
"NODE_10274_length_5576_cov_7.587937-3",8.85796879490737,-0.749703949208955,0.290222766419595,-2.58320171934774,0.00978880707877341,0.999910200909568
"NODE_91327_length_1356_cov_4.162183-1",2.78937101570155,0.8824047893121,0.34714981484969,2.54185585463776,0.0110265637348883,0.999910200909568
"NODE_6595_length_7000_cov_5.606767-9",4.36658098240471,0.845458059615518,0.333135512494027,2.53788031568888,0.0111526117484651,0.999910200909568
"NODE_3309_length_9728_cov_8.324822-7",3.7794908971831,-0.850294330126516,0.335116023231104,-2.53731326221943,0.0111706945915024,0.999910200909568
"NODE_9577_length_5797_cov_6.911007-4",4.01930635411504,-0.860131027578926,0.339740861394677,-2.53172675211331,0.0113502403195727,0.999910200909568
"NODE_11660_length_5223_cov_8.038506-2",3.52205968895942,0.884828807177139,0.350466957844569,2.52471392059036,0.0115792507353577,0.999910200909568
"NODE_6973_length_6811_cov_6.923771-1",2.50123247380028,-0.872223713840359,0.345974689074764,-2.52106220883654,0.0117001165360619,0.999910200909568
"NODE_3485_length_9460_cov_8.188091-6",7.89027821156858,0.748838912677818,0.298144230596548,2.5116666224917,0.0120162544780853,0.999910200909568
"NODE_7393_length_6606_cov_7.355824-2",13.5474981710392,-0.642836641926315,0.257615583651315,-2.49533290189618,0.0125839008665304,0.999910200909568
"NODE_7977_length_6350_cov_5.026052-3",2.38335690927301,0.873792170719001,0.350506710049024,2.49293992288132,0.0126690280138542,0.999910200909568
